,category,headline,authors,link,short_description,date
1049,WORLD NEWS,"Number Of Rohingya Refugees Fleeing Violence In Myanmar Surges To 270,000 In Just 2 Weeks",,https://www.huffingtonpost.com/entry/rohingya-refugee-crisis-myanmar_us_59b262e9e4b0dfaafcf6fca2,“The numbers are so alarming - it really means that we have to step up our response and that the situation in Myanmar has to be addressed urgently.”,2017-09-08
1050,WORLD NEWS,Putin Picks Ex-Defense Official As New Ambassador To U.S.,"Christian Lowe and Dmitry Solovyov, Reuters",https://www.huffingtonpost.com/entry/putin-picks-ex-defense-official-as-new-ambassador-to-us_us_599af142e4b0e8cc855efe73,"A person who has dealt with Antonov said that he was a tough, military-style man.",2017-08-21
1051,TRAVEL,World's Most Horrifying Mummies,"Budget Travel, Contributor
Your source for vacation inspiration, travel deals, and expert...",https://www.huffingtonpost.com/entry/worlds-most-horrifying-mu_us_5b9da197e4b03a1dcc8a804b,"If you haven't seen a real mummy (a.k.a. a body whose skeleton and skin have been preserved) since you were on a school trip, this is a good time to get reacquainted. So come with us on a crash course of the world's most ""magnificent"" corpses.",2013-10-30
1052,TRAVEL,How To Get To Machu Picchu (VIDEO),"Mike Sternoff, Contributor
Digital Journalist",https://www.huffingtonpost.com/entry/how-to-get-to-machu-picch_us_5b9c41dae4b03a1dcc7d6634,"It looks like something out of a dream, but Machu Picchu is a product of hard labor -- an ancient city built into the clouds by hand.",2012-09-10
1053,WORLD NEWS,Catalonia And The Staggering Failure Of Politics,"Montserrat Domínguez, ContributorEditorial Director, HuffPost Spain",https://www.huffingtonpost.com/entry/catalonia-and-the-staggering-failure-of-politics_us_59f39e2fe4b03cd20b81b13a,"Today was a dark day for Catalonia, Spain, and Europe.",2017-10-27
1054,TRAVEL,Thinking Outside the Box in Indiana,"Kari Haugeto, ContributorMultimedia journalist",https://www.huffingtonpost.com/entry/thinking-outside-the-box_b_7479284.html,"From the air, the Midwest looks like a checkerboard, with squares of cornfields, pastures, and farms spread across a perfectly flat landscape. But from the ground, it can be an outside-the-box experience.",2015-05-31
1055,TRAVEL,Local Places Moms Love,"Findery, ContributorFindery.com",https://www.huffingtonpost.com/entry/local-places-moms-love_b_7425838.html,"Anyone can Google top tourist attractions, but we really wanted to uncover true city gems. Where's the best place to grab a burger? A great park to let the kids run wild? The roof top terrace that has the best view of the city?",2015-05-23
1056,TRAVEL,Brasilia: An Architectural Tourist's Playground in the Brazilian Savanna,"Zach Udko, Contributor
Senior Lecturer, New York University",https://www.huffingtonpost.com/entry/brasilia-an-architectural_us_5b9dcf19e4b03a1dcc8d266a,"Costa's layout of the city divides its neighborhoods based on the functions of their buildings.  For example, most of the hotels are located in the hotel sector, which is separate from the residential and commercial sectors.",2014-01-27
1057,TRAVEL,Wintergreen Resort's  Eighth Annual Wounded Warrior Weekend,"Connie Lawn, Contributor
Longest serving White House correspondent",https://www.huffingtonpost.com/entry/wintergreen-resort-virgin_us_5b9b3cbde4b03a1dcc75ce9e,"My husband, Charles Sneiderman, took more runs than I did, and takes over from here: The Highlands expert trails, Upper Cliffhanger",2012-01-31
1058,TRAVEL,Here's Why You Should Visit Baltimore If You Like Books,"WHERE, ContributorLocal guides. Worldwide.",https://www.huffingtonpost.com/entry/baltimore-a-travel-guide_b_6706104.html,"Mayor Kurt Schmoke meant well when he dubbed Baltimore ""the city that reads"" in the 1980s. Though the much-maligned motto was quickly changed, the city's literary heart beats as strongly as ever.",2015-03-11
1059,TRAVEL,4 Tips for Getting Over Jet Lag,"Cruiseline.com, Contributor
Contributor",https://www.huffingtonpost.com/entry/7-tips-for-getting-over-j_us_5b9dc099e4b03a1dcc8c7120,"If you have an overnight flight, make falling asleep in flight as easy as possible. Pack earplugs, an eye mask, a travel pillow, and your most snooze-worthy book to ensure you'll get some shut-eye.",2014-01-02
1060,WORLD NEWS,America Wins Its Third Roller Derby World Cup In A Row,David Moye and Damon Dahlen,https://www.huffingtonpost.com/entry/roller-derby-world-cup_us_5a78ad5ee4b0d3df1d143d90,The U.S. team rolled over the competition.,2018-02-06
1061,TRAVEL,Don't Give In To Terror. Keep Traveling And Exploring.,"Jim Byers, ContributorFreelance Writer",https://www.huffingtonpost.com/entry/dont-give-in-to-terror-in-turkey-or-berlin-keep-traveling_us_585ac08ee4b068764965b98f,I had lunch yesterday with a former colleague who said he’d been thinking of taking a trip to see a Christmas market in Germany,2016-12-21
1062,TRAVEL,'Man Buns Of Disneyland' Is The Happiest Place On Instagram,Suzy Strutner,https://www.huffingtonpost.com/entry/man-buns-of-disneyland-instagram_us_55d7157fe4b00d8137eddf56,Meet your new Disney heroes.,2015-08-21
1063,TRAVEL,The Worst Advice You'll Ever Hear When Making Life-Changing Decisions,"Russell V. J. Ward, ContributorWriter, blogger, expat and traveller",https://www.huffingtonpost.com/entry/the-worst-advice-youll-ev_b_7478240.html,"With every life-changing decision, I've received great advice from trusted sources. But I've also heard some of the worst advice about changing my life for the better. And you'll probably hear it too.",2015-06-01
1064,WORLD NEWS,Freed Taliban Hostage Caitlan Coleman Reportedly Rushed To Hospital,Jesselyn Cook,https://www.huffingtonpost.com/entry/caitlan-coleman-hospital_us_59e757eae4b00905bdaddd94,"Her husband, Joshua Boyle, did not specify her condition.",2017-10-18
1065,TRAVEL,Gwyneth Paltrow Travel App: Actress Talks The Goop City Guides,,https://www.huffingtonpost.com/entry/gwyneth-paltrow-travel-app-city-guide_us_5b9d2564e4b03a1dcc84e1f8,"If you're tired of using the Internet to find the best, coolest, hippest places to hang out in a new city, you can now skip",2013-05-09
1066,WORLD NEWS,Why Trump's Strategy To Deal With North Korea Won't Cut It,Jesselyn Cook,https://www.huffingtonpost.com/entry/donald-trump-north-korea-china-nuclear-tests_us_5a1ed488e4b017a311eb9cb6,"“To expect China to be able to solve the problem by having tougher sanctions is unrealistic,” an expert warns.",2017-11-29
1067,WORLD NEWS,The Demise Of Turkey’s Democracy: An Open Letter To President Erdogan,"Alon Ben-Meir, ContributorSenior Fellow, Center for Global Affairs, NYU",https://www.huffingtonpost.com/entry/the-demise-of-turkeys-democracy-an-open-letter-to_us_59cd45c1e4b08c75a3fa4394,"Dear Mr. President, I have been in your country scores of times and developed close and friendly relations with many Turks",2017-09-28
1068,WORLD NEWS,Danish Government Proposes Ban On Full-Face Veils,Carol Kuruvilla,https://www.huffingtonpost.com/entry/denmark-full-face-veil-ban_us_5a7b778ae4b0c6726e0f0ba6,"Denmark's justice minister claimed veils like the niqab are ""disrespectful.""",2018-02-08
1069,TRAVEL,Hungary's Surprising Wine Culture,"Candice Walsh, Contributor
Professional experience collector",https://www.huffingtonpost.com/entry/hungarys-surprising-wine_us_5b9ce754e4b03a1dcc82d8fc,"Some of Hungary's best wines come from the foothills of the Zempien Mountains, in the north.",2013-03-08
1070,WORLD NEWS,World Pledges To Save 'Mother Earth' Despite Trump's Snub To Climate Pact,"Thomas Escritt and Philip Blenkinsop, Reuters",https://www.huffingtonpost.com/entry/trump-paris-climate-world-leaders-respond_us_59315d72e4b0c242ca2313a9,China has emerged as Europe’s unlikely partner in this and other areas - underlining Trump’s isolation on many issues.,2017-06-02
1071,TRAVEL,Have An Airline Complaint? Tweet Away,"George Hobica, Contributor
Syndicated travel writer and founder, Airfarewatchdog.com",https://www.huffingtonpost.com/entry/have-an-airline-complaint_us_5b9cf1aee4b03a1dcc832699,"""We're sorry for your disappointment,"" the American staffer tweeted quickly, before turning their attention to his case.",2013-03-19
1072,TRAVEL,Ushuaia: Adventure Sports at the End of the World,"Off Track Planet, Contributor
The Independent Travel Lifestyles Guide for the Young, Sexy an...",https://www.huffingtonpost.com/entry/ushuaia-argentina-travel_us_5b9cb1a5e4b03a1dcc80f4ae,"Tackle America's southern tip in Tierra del Fuego National Park, where remembering you're at the Earth's end is easy. You rarely see another soul deep in the 240 square mile Into the Wild-esque terrain",2013-01-13
1073,TRAVEL,The Ultimate Guide For Planning Your Next Road Trip,"Unwritten, ContributorThe destination for millennials to share their uninhibited tho...",https://www.huffingtonpost.com/entry/the-ultimate-guide-for-planning-your-next-road-trip_us_5988a178e4b015331b0c97d7,Road tripping is not a mission to take lightly. No matter the destination of your summer trip (because you are taking one,2017-08-07
1074,TRAVEL,"Jerusalem's Ein Kerem: Artists, Hidden Courtyards and Walkways","Saloona, Contributor
Israeli women's web magazine and blogging platform",https://www.huffingtonpost.com/entry/jerusalem-ein-kerem_us_5b9ca6eae4b03a1dcc8094c3,"Take a day in beautiful Ein Kerem and get to know its many shades. Meet the artists, shops and restaurants that create an exceptional mosaic that is the village.",2012-12-22
1075,TRAVEL,Is Bali A Lost Cause?,"Robert Schrader, Contributor
Writer, Photographer, World Traveler",https://www.huffingtonpost.com/entry/is-bali-a-lost-cause_us_5b9c59cbe4b03a1dcc7df8ed,"Unfortunately, enjoying Bali is easier vowed than done.",2012-09-28
1076,TRAVEL,"26 Cheap Things to Do, Eat and See in New Orleans","Viator, Contributor
Tours and activities around the world",https://www.huffingtonpost.com/entry/new-orleans-travel_us_5b9c0c5ae4b03a1dcc7bffb2,"ure you can drop a wad of cash in The Big Easy, but it's not necessary. Here are 26 cheap -- and free! -- things to do, eat, and see in New Orleans that won't bankrupt your vacation.",2013-08-05
1077,TRAVEL,You've Never Seen Casablanca Like This Before,"Rita Anya Nara, Contributor
Author of 'The Anxious Traveler'",https://www.huffingtonpost.com/entry/youve-never-seen-casablan_us_5b9de427e4b03a1dcc8e3777,I've come to the conclusion that all Casablanca needs is a little color  -- and a lot of Photoshop. Will artists across the city be offended by one tourist's over styled photographic impressions?,2014-02-24
1078,WORLD NEWS,Assad's Secret Ingredient? The Iraqi Military's Unknown Invasion Of Syria,"Omar Sabbour, ContributorOmar Sabbour is an independent Egyptian writer and activist.",https://www.huffingtonpost.com/entry/assads-secret-ingredient-the-iraq-militarys-unknown_us_5972076be4b0f1feb89b42c2,"In the past year or so, much has been made of the Assad regime’s victories in different areas of Syria. From Aleppo to Daraya",2017-07-22
1079,WORLD NEWS,"Inside One Of The World's Largest Refugee Camps, Rohingya Women Can't Escape Trauma",Rachael Heath Ferguson,https://www.huffingtonpost.com/entry/inside-the-worlds-largest-refugee-camp-rohingya-women-cant-escape-trauma_us_5a3bd541e4b025f99e15474f,"For many Rohingya women and their families, the nightmare isn't over.",2017-12-21
1080,TRAVEL,Top 5 Summer Activities in New England (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/top-5-summer-activities-in-new-england_us_5b9cfd79e4b03a1dcc8392b9,"In New England come the warmer months, the region turns into a bustling destination with beachgoers, outdoors enthusiasts, foodies and even visitors whose only plans are to watch the world go by from a chair on the front porch of a quaint B&B.",2013-04-02
1081,TRAVEL,Dateline Prague: Day 21 Of The Global Scavenger Hunt,"William D. Chalmers, Contributor
Author (as in books), travel evangelist, Ringmaster of The Glo...",https://www.huffingtonpost.com/entry/dateline-prague-day-21-th_us_5b9ba915e4b03a1dcc796589,"Teams have four required scavenges to perform in this leg, one each in Italy, Slovenia, Austria and the Czech Republic!",2012-05-04
1082,TRAVEL,Traveling With a Baby Checklist,"Dana Holmes, ContributorFamily Lifestyle Expert",https://www.huffingtonpost.com/entry/traveling-with-baby-check_b_5631147.html,"No matter how savvy of a packer you are, baby is going to need a suitcase, a diaper bag and a slew of other things that will take up space. So, here's my advice on what to pack before you hit the road if you have an infant under 1 year old.",2014-08-14
1083,TRAVEL,Pamukkale Is A Natural Wonder You Need To See (PHOTOS),,https://www.huffingtonpost.com/entry/pamukkale-photos_us_5b9dcb73e4b03a1dcc8cfaf8,"Pamukkale is truly a natural wonder. If it's not already on your list of gorgeous places to see, you'll be adding it after",2014-01-18
1084,TRAVEL,What's The Future Of Farming In Bucks County? (PHOTOS),"Annemarie Dooling, Contributor
Community Editor, Huffington Post",https://www.huffingtonpost.com/entry/stopping-time-farms-in-bucks-county-pa_us_5b9bd413e4b03a1dcc7a9267,"In its former life as a dairy farm, Slack Farm was such a community staple that the very street it sits on carries its name",2012-07-18
1085,TRAVEL,Asylum Time-Lapse Shows Maryland's Creepy Side (VIDEO),,https://www.huffingtonpost.com/entry/asylum-time-lapse-shows-marylands-creepy-side_us_5b9ba1aae4b03a1dcc792892,"When we last checked in with Andrew Geraci, we picked up on his awesome time-lapse of Washington, D.C. at night. His latest",2012-04-27
1086,TRAVEL,"If You're Scared of Ghosts (Like I Am!), This Might Be Too Creepy for You","Erin Ruberry, Contributor
Writer and editor",https://www.huffingtonpost.com/entry/mary-kings-close-edinburgh_us_5b9da3f7e4b03a1dcc8a9efb,"When a historic attraction has been featured on a show called Most Haunted and gets its own WikiHow entry for ""How to Survive a Trip to Mary King's Close,"" you're guaranteed a pretty spooky experience.",2013-12-11
1087,TRAVEL,A Mind-Bending Trip Around (Some Of) America's Most Famous Sites,,https://www.huffingtonpost.com/entry/a-mindbending-trip-around_us_5b9db237e4b03a1dcc8b9c77,"Want to take a trip across America without actually leaving your seat? Leave it to Reuben Wu, a Chicago-based photographer",2013-12-09
1088,TRAVEL,"Chicago O'Hare Airport Workers Vote To Strike, Just In Time For Thanksgiving",Rebecca Shapiro,https://www.huffingtonpost.com/entry/chicago-ohare-airport-workers-vote-to-strike-just-in-time-for-thanksgiving_us_58328611e4b099512f838c5a,It's the busiest travel week of the year.,2016-11-21
