headline,authors,link,short_description,date,c_id
why atlanta is the big american city you've been missing out on,carly ledbetter and sam wilkes,https://www.huffingtonpost.com/entry/atlanta_us_5b9df0d4e4b03a1dcc8f2920,"why atlanta is the big american city you've been missing out onother cities may love their breakfast food, but nothing compares to atlanta. atlanta has eight out of the ""21 most popular",2014-04-05,1
bermuda's elbow beach: accessible and blissful (photos),"susan fogwell, contributor
lifestyle & travel blogger",https://www.huffingtonpost.com/entry/bermuda-elbow-beach-vacation_us_5b9b7699e4b03a1dcc77c9b7,"bermuda's elbow beach: accessible and blissful (photos)last week, i spent four blissful days at elbow beach resort & spa on the south shore of bermuda.",2012-03-20,1
journey to you â an entrepreneurial approach to travel,"rafi chowdhury, contributorlife hacker & digital marketing consultant. i like to win frie...",https://www.huffingtonpost.com/entry/journey-to-you-an-entrepreneurial-approach-to-travel_us_58374b7ae4b050dfe6187acd,"journey to you â an entrepreneurial approach to travelmy favorite travel involves hiking, fishing and making personal connections. but i always prefer travel with unique immersive",2016-12-02,1
new zealand: a hobbit's land (photos),"home away, contributor
homeaway.com",https://www.huffingtonpost.com/entry/new-zealand-a-hobbits-land_us_5b9ca080e4b03a1dcc80695c,"new zealand: a hobbit's land (photos)set off on your own adventure to the places that inspired the on-screen settings in ""the hobbit: an unexpected journey"" and the original ""lord of the rings"" trilogy.",2012-12-30,1
costa rica chronicles: adios rica! (part 2),"carly cylinder, contributor
author of the flower chef and owner of flour la, inc.",https://www.huffingtonpost.com/entry/costa-rica-chronicles-adi_us_5b9bec8de4b03a1dcc7b28b3,"costa rica chronicles: adios rica! (part 2)it's so beautiful you don't know how to describe it other than valleys of green mountains that dip and rise into the horizon, and where on a clear day you can see the giant lake that surrounds arenal volcano three hours away.",2012-07-07,1
no one in my tree: john lennon's almerã­a (photos),"shawn moksvold, contributor
freelance writer",https://www.huffingtonpost.com/entry/no-one-in-my-tree-john-lennon_us_5b9c80fbe4b03a1dcc7f420d,"no one in my tree: john lennon's almerã­a (photos)whatever his frame of mind, it is here where an unwinding lennon played a nylon stringed spanish guitar to a tape machine, and ""strawberry fields forever"" began to take form.",2012-11-18,1
"news roundup for july 13, 2017","outspeak, contributoroutspeakâ¢ is the opinion outlet for digital storytellers every...",https://www.huffingtonpost.com/entry/news-roundup-for-july-13-2017_us_59679f5de4b0524d8fa7fb9d,"news roundup for july 13, 2017news comes and news goes. 1. two u.s. volunteers died fighting the islamic state group in syria last week. they had joined",2017-07-13,0
do vacations make us happier? the answer: it depends.,"shawn achor, contributor
author, ""the happiness advantage""",https://www.huffingtonpost.com/entry/do-vacations-make-us-happ_us_5b9df17ae4b03a1dcc8f39b4,"do vacations make us happier? the answer: it depends.traveling the world can be an amazing - and even better - a happy experience.  you just have to do it the right way.  create a positive vacation so you can return recharged, less stressed, and happier.",2014-03-26,1
latin america's top adventure destinations,"minube, contributor
community of over 2 million international travelers",https://www.huffingtonpost.com/entry/latin-americas-top-advent_us_5b9d53d9e4b03a1dcc86b38c,"latin america's top adventure destinationsfor more than a century, latin america has lured travelers in search of real adventure: crossing craggy peaks and dense jungles",2013-07-08,1
have air travelers reached their breaking point yet?,"christopher elliott, contributorauthor, how to be the world's smartest traveler (and save time...",https://www.huffingtonpost.com/entry/have-air-travelers-reache_b_8028248.html,"have air travelers reached their breaking point yet?what's your breaking point? when do you say, ""that's it -- i'm never flying again!"" it's no academic question for america's airlines, which continue to provoke passengers with new fees, surcharges and rules. they want to know when their customers would rather stay home.",2015-08-23,1
italy's election is a blow to european unity and a boost for the far right,nick robins-early,https://www.huffingtonpost.com/entry/italy-election-results-far-right_us_5a9d5bc7e4b089ec353d1fe7,"italy's election is a blow to european unity and a boost for the far rightanti-establishment and anti-immigrant parties made serious gains, throwing the country into political uncertainty.",2018-03-05,0
inflating the russian threat,"jonathan marshall, contributorindependent scholar and journalist",https://www.huffingtonpost.com/entry/inflating-the-russian-threat_us_59a5ca85e4b08299d89d0a74,inflating the russian threatu.s. media are exaggerating the military threat posed by the kremlin.,2017-08-29,0
berlin's best budget hotels (photos),"oyster.com, contributor
the hotel tell-all",https://www.huffingtonpost.com/entry/berlin-budget-friendly_us_5b9c7046e4b03a1dcc7ea473,"berlin's best budget hotels (photos)all of this would come at a high price in any other city, but berlin is one of the most affordable destinations in europe.",2012-10-23,1
ecuadorâs school food is bad for kids â and the environment,"the conversation global, contributorthe conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/ecuadors-school-food-is-bad-for-kids-and-the-environment_us_59d68cbce4b08ce873a8cc51,"ecuadorâs school food is bad for kids â and the environmentby irene torres, aarhus university each year, malnutrition costs ecuador the equivalent of 4.3% of its gross domestic product",2017-10-05,0
"'love boat' to be demolished, cruise ship will be sold for scrap",tara kelly,https://www.huffingtonpost.com/entry/love-boat-demolished-italy_us_5b9b6d75e4b03a1dcc7776cd,"'love boat' to be demolished, cruise ship will be sold for scrap""love boat"" fans around the world are shedding a tear of sorrow as the famed former cruise ship pacific princess from the",2012-03-09,1
the great american passport myth: why just 3.5% of us travel overseas!,"william d. chalmers, contributor
author (as in books), travel evangelist, ringmaster of the glo...",https://www.huffingtonpost.com/entry/the-great-american-passpo_us_5b9c5a78e4b03a1dcc7dfddb,"the great american passport myth: why just 3.5% of us travel overseas!we know that fewer and fewer respond to facts nowadays -- even fact checkers have biases -- but the facts are that of the 311 million u.s. residents, there are over 109 million valid u.s. passports in circulation.",2012-09-29,1
video shows carnival cruise liner destroy marina with its wake,nina golgowski,https://www.huffingtonpost.com/entry/cruise-ship-destroys-marina_us_57d5810be4b03d2d459aec04,"video shows carnival cruise liner destroy marina with its wakethe cruise line blamed rough currents and wind conditions for pushing the 133,500-ton ship off course.",2016-09-11,1
far-right and anti-establishment parties set to form italy's new government,nick robins-early,https://www.huffingtonpost.com/entry/far-right-parties-form-italy-new-governmen_us_5af4598ce4b09bb419e5a62e,far-right and anti-establishment parties set to form italy's new governmentitaly is on track to have one of the most radical and populist governments in all of europe.,2018-05-23,0
dancing the jarabe tapatã­o in baja california (photos),"lindblad expeditions, contributor
pioneers in expedition travel",https://www.huffingtonpost.com/entry/dancing-the-jarabe-tapati_us_5b9cbf81e4b03a1dcc8174ee,"dancing the jarabe tapatã­o in baja california (photos)much like the colorful courtship performance of a bird of paradise, the jarabe tapatã­o, the quintessential folk dance of mexico, is a captivating display of form and flow.",2013-01-25,1
"north korea really isnât chinaâs fault, though beijing still could do more to help","doug bandow, contributorcontributing writer, policy analyst, one who tilts at windmills",https://www.huffingtonpost.com/entry/north-korea-really-isnt-chinas-fault-though-beijing_us_59d8c104e4b0cf2548b33765,"north korea really isnât chinaâs fault, though beijing still could do more to helpchinese officials bemoan their lack of influence over the north, especially its nuclear and missile activities.",2017-10-07,0
montezuma's other revenge,"valerie frankel, contributor
new york times bestseling author",https://www.huffingtonpost.com/entry/montezumas-other-revenge_us_5b9dd13fe4b03a1dcc8d3cfd,"montezuma's other revengei'd fallen asleep on a pool chaise the day before, with my chin resting on my hands. i figured it was a heat rash. i'd never seen a heat rash rage like this, though.",2014-02-10,1
how do good hotels always feel so clean and fresh?,"quora, contributor
the best answer to any question",https://www.huffingtonpost.com/entry/how-do-good-hotels-always_us_5b9bc5a2e4b03a1dcc7a3c3f,"how do good hotels always feel so clean and fresh?more questions on hotels: in general, how can you get a reservation at a hotel if their website says they're fully booked",2012-05-31,1
america's best stadium food (photos),"travel + leisure, contributor
travelandleisure.com",https://www.huffingtonpost.com/entry/americas-best-stadium-foo_us_5b9d361ee4b03a1dcc8596d6,america's best stadium food (photos)more from travel + leisure: america's best baseball stadiums america's most sports-crazed cities america's best college football,2013-05-31,1
a breathtaking timelapse of pacific rim national park,"roadtrippers, contributor
travel local.",https://www.huffingtonpost.com/entry/pacific-rim-national-park_us_5b9d9423e4b03a1dcc89c152,"a breathtaking timelapse of pacific rim national parkwith the u.s. national parks currently closed, enjoy a visit to one of the most mindblowingly beautiful national parks in all of north america...pacific rim national park. it's canada's best-kept secret.",2013-10-11,1
